season_t,season_t1,season_pair,franchise_id,team_t,team_t1,clutch_possessions_t,clutch_possessions_t1,clutch_games_t,clutch_games_t1,clutch_net_rating_t,clutch_net_rating_t1,non_clutch_net_rating_t,non_clutch_net_rating_t1,all_net_rating_t,all_net_rating_t1,clutch_minus_non_clutch_net_t,clutch_minus_non_clutch_net_t1,clutch_minus_all_net_t,clutch_minus_all_net_t1,eligible_default
2015-16,2016-17,2015-16->2016-17,1610612766,CHA,CHA,331.0,387.0,42,50,10.759,-4.125,2.36,0.165,2.695,-0.031,8.399,-4.29,8.064,-4.094,True
2015-16,2016-17,2015-16->2016-17,1610612741,CHI,CHI,425.0,328.0,46,42,-4.471,9.198,-1.25,-0.081,-1.419,0.294,-3.221,9.279,-3.052,8.904,True
2015-16,2016-17,2015-16->2016-17,1610612739,CLE,CLE,298.0,299.0,33,36,5.39,13.585,6.321,2.693,6.283,3.091,-0.932,10.892,-0.894,10.494,True
2015-16,2016-17,2015-16->2016-17,1610612742,DAL,DAL,438.0,293.0,49,41,14.375,-6.143,-1.26,-2.85,-0.394,-2.975,15.635,-3.294,14.77,-3.168,True
2015-16,2016-17,2015-16->2016-17,1610612743,DEN,DEN,399.0,290.0,50,40,-6.256,-8.04,-3.113,0.749,-3.271,0.432,-3.143,-8.789,-2.984,-8.472,True
2015-16,2016-17,2015-16->2016-17,1610612765,DET,DET,363.0,293.0,42,37,10.495,-12.117,-0.122,-0.951,0.339,-1.369,10.616,-11.166,10.156,-10.748,True
2015-16,2016-17,2015-16->2016-17,1610612744,GSW,GSW,305.0,206.0,34,25,35.986,9.709,9.68,11.409,10.635,11.361,26.306,-1.701,25.351,-1.652,True
2015-16,2016-17,2015-16->2016-17,1610612745,HOU,HOU,396.0,299.0,48,40,11.343,-5.724,-0.572,6.08,0.012,5.654,11.915,-11.804,11.331,-11.378,True
2015-16,2016-17,2015-16->2016-17,1610612754,IND,IND,451.0,319.0,52,38,-6.621,-1.16,2.118,-0.148,1.634,-0.185,-8.739,-1.012,-8.255,-0.975,True
2015-16,2016-17,2015-16->2016-17,1610612746,LAC,LAC,355.0,255.0,42,34,8.787,1.726,4.294,4.451,4.493,4.35,4.493,-2.725,4.294,-2.624,True
2015-16,2016-17,2015-16->2016-17,1610612747,LAL,LAL,235.0,248.0,33,43,-7.73,-16.334,-9.728,-6.392,-9.678,-6.734,1.998,-9.942,1.947,-9.6,True
2015-16,2016-17,2015-16->2016-17,1610612763,MEM,MEM,356.0,379.0,44,46,11.359,6.082,-3.03,0.175,-2.384,0.464,14.389,5.907,13.743,5.618,True
2015-16,2016-17,2015-16->2016-17,1610612748,MIA,MIA,359.0,336.0,43,43,15.931,-10.866,1.039,1.553,1.722,1.024,14.891,-12.419,14.209,-11.89,True
2015-16,2016-17,2015-16->2016-17,1610612749,MIL,MIL,326.0,306.0,40,39,6.183,-11.111,-4.981,0.257,-4.489,-0.178,11.165,-11.369,10.672,-10.933,True
2015-16,2016-17,2015-16->2016-17,1610612750,MIN,MIN,436.0,340.0,50,45,-3.584,-9.735,-3.559,-0.519,-3.545,-0.903,-0.025,-9.216,-0.039,-8.833,True
2015-16,2016-17,2015-16->2016-17,1610612740,NOP,NOP,352.0,380.0,45,43,-5.01,-4.028,-3.623,-1.994,-3.692,-2.078,-1.387,-2.035,-1.317,-1.95,True
2015-16,2016-17,2015-16->2016-17,1610612752,NYK,NYK,339.0,341.0,41,41,-11.139,-2.033,-2.392,-3.715,-2.776,-3.642,-8.746,1.682,-8.363,1.609,True
2015-16,2016-17,2015-16->2016-17,1610612760,OKC,OKC,369.0,341.0,43,41,-8.556,22.983,8.121,-0.118,7.354,0.845,-16.677,23.101,-15.91,22.138,True
2015-16,2016-17,2015-16->2016-17,1610612753,ORL,ORL,412.0,299.0,43,39,-3.116,-12.901,-1.559,-6.291,-1.646,-6.54,-1.557,-6.61,-1.47,-6.361,True
2015-16,2016-17,2015-16->2016-17,1610612755,PHI,PHI,262.0,365.0,35,44,-44.903,-11.033,-9.051,-5.266,-10.227,-5.524,-35.852,-5.767,-34.677,-5.509,True
2015-16,2016-17,2015-16->2016-17,1610612756,PHX,PHX,265.0,371.0,38,50,-27.518,-16.486,-5.759,-4.648,-6.486,-5.205,-21.759,-11.839,-21.032,-11.281,True
2015-16,2016-17,2015-16->2016-17,1610612757,POR,POR,308.0,494.0,42,47,-1.967,2.434,0.89,-0.755,0.782,-0.559,-2.856,3.189,-2.749,2.993,True
2015-16,2016-17,2015-16->2016-17,1610612758,SAC,SAC,330.0,429.0,43,49,-13.22,-11.189,-1.879,-3.816,-2.329,-4.216,-11.341,-7.373,-10.891,-6.973,True
2015-16,2016-17,2015-16->2016-17,1610612759,SAS,SAS,217.0,350.0,30,43,18.636,21.845,10.899,6.779,11.101,7.428,7.737,15.066,7.535,14.417,True
2015-16,2016-17,2015-16->2016-17,1610612761,TOR,TOR,363.0,363.0,51,49,8.247,14.555,4.259,3.822,4.434,4.29,3.987,10.733,3.813,10.265,True
2015-16,2016-17,2015-16->2016-17,1610612762,UTA,UTA,403.0,280.0,42,44,-19.409,15.712,3.065,3.865,1.833,4.303,-22.474,11.847,-21.242,11.409,True
2015-16,2016-17,2015-16->2016-17,1610612764,WAS,WAS,295.0,435.0,34,55,-3.158,13.008,-0.429,1.014,-0.528,1.651,-2.729,11.994,-2.63,11.357,True
2016-17,2017-18,2016-17->2017-18,1610612737,ATL,ATL,369.0,335.0,44,43,14.057,-6.097,-1.404,-5.638,-0.696,-5.658,15.461,-0.459,14.753,-0.439,True
2016-17,2017-18,2016-17->2017-18,1610612751,BKN,BKN,288.0,403.0,40,49,-16.413,-9.923,-6.123,-3.228,-6.489,-3.554,-10.29,-6.695,-9.924,-6.369,True
2016-17,2017-18,2016-17->2017-18,1610612738,BOS,BOS,403.0,374.0,48,45,10.054,0.977,2.224,3.73,2.617,3.603,7.83,-2.753,7.436,-2.626,True
2016-17,2017-18,2016-17->2017-18,1610612766,CHA,CHA,387.0,326.0,50,41,-4.125,-0.92,0.165,-0.029,-0.031,-0.063,-4.29,-0.891,-4.094,-0.857,True
2016-17,2017-18,2016-17->2017-18,1610612741,CHI,CHI,328.0,377.0,42,41,9.198,-1.332,-0.081,-7.334,0.294,-7.044,9.279,6.001,8.904,5.712,True
2016-17,2017-18,2016-17->2017-18,1610612739,CLE,CLE,299.0,331.0,36,44,13.585,20.777,2.693,0.189,3.091,0.99,10.892,20.588,10.494,19.787,True
2016-17,2017-18,2016-17->2017-18,1610612742,DAL,DAL,293.0,349.0,41,48,-6.143,-28.461,-2.85,-1.757,-2.975,-2.938,-3.294,-26.704,-3.168,-25.523,True
2016-17,2017-18,2016-17->2017-18,1610612743,DEN,DEN,290.0,364.0,40,43,-8.04,4.118,0.749,1.283,0.432,1.413,-8.789,2.835,-8.472,2.705,True
2016-17,2017-18,2016-17->2017-18,1610612765,DET,DET,293.0,287.0,37,38,-12.117,-8.195,-0.951,0.221,-1.369,-0.084,-11.166,-8.416,-10.748,-8.112,True
2016-17,2017-18,2016-17->2017-18,1610612744,GSW,GSW,206.0,237.0,25,29,9.709,7.817,11.409,5.858,11.361,5.913,-1.701,1.959,-1.652,1.904,True
2016-17,2017-18,2016-17->2017-18,1610612745,HOU,HOU,299.0,223.0,40,35,-5.724,26.998,6.08,7.832,5.654,8.355,-11.804,19.167,-11.378,18.643,True
2016-17,2017-18,2016-17->2017-18,1610612754,IND,IND,319.0,319.0,38,44,-1.16,16.699,-0.148,0.621,-0.185,1.255,-1.012,16.078,-0.975,15.443,True
2016-17,2017-18,2016-17->2017-18,1610612746,LAC,LAC,255.0,266.0,34,40,1.726,-8.538,4.451,0.506,4.35,0.197,-2.725,-9.045,-2.624,-8.736,True
2016-17,2017-18,2016-17->2017-18,1610612747,LAL,LAL,248.0,376.0,43,42,-16.334,-6.025,-6.392,-1.106,-6.734,-1.326,-9.942,-4.919,-9.6,-4.699,True
2016-17,2017-18,2016-17->2017-18,1610612763,MEM,MEM,379.0,288.0,46,41,6.082,-5.05,0.175,-6.9,0.464,-6.794,5.907,1.85,5.618,1.745,True
2016-17,2017-18,2016-17->2017-18,1610612748,MIA,MIA,336.0,449.0,43,53,-10.866,8.248,1.553,-0.121,1.024,0.356,-12.419,8.369,-11.89,7.892,True
2016-17,2017-18,2016-17->2017-18,1610612749,MIL,MIL,306.0,382.0,39,47,-11.111,1.822,0.257,-0.271,-0.178,-0.189,-11.369,2.093,-10.933,2.011,True
2016-17,2017-18,2016-17->2017-18,1610612750,MIN,MIN,340.0,349.0,45,42,-9.735,-7.309,-0.519,2.677,-0.903,2.25,-9.216,-9.986,-8.833,-9.56,True
2016-17,2017-18,2016-17->2017-18,1610612740,NOP,NOP,380.0,469.0,43,49,-4.028,6.632,-1.994,0.82,-2.078,1.127,-2.035,5.812,-1.95,5.505,True
2016-17,2017-18,2016-17->2017-18,1610612752,NYK,NYK,341.0,284.0,41,35,-2.033,-12.239,-3.715,-3.069,-3.642,-3.392,1.682,-9.17,1.609,-8.847,True
2016-17,2017-18,2016-17->2017-18,1610612760,OKC,OKC,341.0,379.0,41,46,22.983,-2.694,-0.118,3.972,0.845,3.656,23.101,-6.666,22.138,-6.35,True
2016-17,2017-18,2016-17->2017-18,1610612753,ORL,ORL,299.0,247.0,39,39,-12.901,-8.709,-6.291,-4.542,-6.54,-4.663,-6.61,-4.167,-6.361,-4.046,True
2016-17,2017-18,2016-17->2017-18,1610612755,PHI,PHI,365.0,324.0,44,45,-11.033,17.382,-5.266,4.048,-5.524,4.559,-5.767,13.333,-5.509,12.823,True
2016-17,2017-18,2016-17->2017-18,1610612756,PHX,PHX,371.0,235.0,50,38,-16.486,-9.579,-4.648,-8.955,-5.205,-8.964,-11.839,-0.624,-11.281,-0.614,True
2016-17,2017-18,2016-17->2017-18,1610612757,POR,POR,494.0,364.0,47,45,2.434,6.319,-0.755,2.533,-0.559,2.705,3.189,3.786,2.993,3.614,True
2016-17,2017-18,2016-17->2017-18,1610612758,SAC,SAC,429.0,313.0,49,42,-11.189,2.566,-3.816,-7.671,-4.216,-7.262,-7.373,10.237,-6.973,9.828,True
2016-17,2017-18,2016-17->2017-18,1610612759,SAS,SAS,350.0,292.0,43,37,21.845,2.256,6.779,3.041,7.428,3.013,15.066,-0.785,14.417,-0.757,True
2016-17,2017-18,2016-17->2017-18,1610612761,TOR,TOR,363.0,356.0,49,43,14.555,0.474,3.822,8.067,4.29,7.73,10.733,-7.594,10.265,-7.256,True
2016-17,2017-18,2016-17->2017-18,1610612762,UTA,UTA,280.0,236.0,44,28,15.712,6.317,3.865,4.344,4.303,4.401,11.847,1.973,11.409,1.916,True
2016-17,2017-18,2016-17->2017-18,1610612764,WAS,WAS,435.0,400.0,55,44,13.008,-8.304,1.014,0.862,1.651,0.407,11.994,-9.166,11.357,-8.711,True
2017-18,2018-19,2017-18->2018-19,1610612737,ATL,ATL,335.0,350.0,43,40,-6.097,6.235,-5.638,-6.017,-5.658,-5.507,-0.459,12.251,-0.439,11.742,True
2017-18,2018-19,2017-18->2018-19,1610612751,BKN,BKN,403.0,373.0,49,43,-9.923,-2.129,-3.228,0.014,-3.554,-0.084,-6.695,-2.142,-6.369,-2.045,True
2017-18,2018-19,2017-18->2018-19,1610612738,BOS,BOS,374.0,315.0,45,42,0.977,9.066,3.73,4.073,3.603,4.266,-2.753,4.993,-2.626,4.8,True
2017-18,2018-19,2017-18->2018-19,1610612766,CHA,CHA,326.0,324.0,41,39,-0.92,-1.991,-0.029,-1.273,-0.063,-1.302,-0.891,-0.717,-0.857,-0.689,True
2017-18,2018-19,2017-18->2018-19,1610612741,CHI,CHI,377.0,323.0,41,39,-1.332,-8.297,-7.334,-8.284,-7.044,-8.272,6.001,-0.013,5.712,-0.025,True
2017-18,2018-19,2017-18->2018-19,1610612739,CLE,CLE,331.0,208.0,44,33,20.777,-11.61,0.189,-9.963,0.99,-9.999,20.588,-1.647,19.787,-1.611,True
2017-18,2018-19,2017-18->2018-19,1610612742,DAL,DAL,349.0,361.0,48,46,-28.461,-8.587,-1.757,-1.138,-2.938,-1.466,-26.704,-7.449,-25.523,-7.122,True
2017-18,2018-19,2017-18->2018-19,1610612743,DEN,DEN,364.0,326.0,43,46,4.118,11.844,1.283,3.722,1.413,4.029,2.835,8.122,2.705,7.815,True
2017-18,2018-19,2017-18->2018-19,1610612765,DET,DET,287.0,344.0,38,42,-8.195,-2.076,0.221,-0.264,-0.084,-0.341,-8.416,-1.811,-8.112,-1.735,True
2017-18,2018-19,2017-18->2018-19,1610612744,GSW,GSW,237.0,285.0,29,35,7.817,5.965,5.858,6.477,5.913,6.459,1.959,-0.512,1.904,-0.494,True
2017-18,2018-19,2017-18->2018-19,1610612745,HOU,HOU,223.0,297.0,35,41,26.998,-1.664,7.832,5.038,8.355,4.796,19.167,-6.701,18.643,-6.46,True
2017-18,2018-19,2017-18->2018-19,1610612754,IND,IND,319.0,245.0,44,41,16.699,9.388,0.621,3.238,1.255,3.424,16.078,6.15,15.443,5.964,True
2017-18,2018-19,2017-18->2018-19,1610612746,LAC,LAC,266.0,325.0,40,43,-8.538,18.765,0.506,0.313,0.197,1.021,-9.045,18.451,-8.736,17.743,True
2017-18,2018-19,2017-18->2018-19,1610612747,LAL,LAL,376.0,306.0,42,43,-6.025,7.214,-1.106,-1.876,-1.326,-1.55,-4.919,9.09,-4.699,8.764,True
2017-18,2018-19,2017-18->2018-19,1610612763,MEM,MEM,288.0,380.0,41,47,-5.05,-6.954,-6.9,-2.179,-6.794,-2.408,1.85,-4.775,1.745,-4.546,True
2017-18,2018-19,2017-18->2018-19,1610612748,MIA,MIA,449.0,329.0,53,44,8.248,-4.262,-0.121,-0.217,0.356,-0.379,8.369,-4.045,7.892,-3.883,True
2017-18,2018-19,2017-18->2018-19,1610612749,MIL,MIL,382.0,292.0,47,36,1.822,2.874,-0.271,8.792,-0.189,8.594,2.093,-5.918,2.011,-5.72,True
2017-18,2018-19,2017-18->2018-19,1610612750,MIN,MIN,349.0,340.0,42,44,-7.309,-13.393,2.677,-1.123,2.25,-1.623,-9.986,-12.27,-9.56,-11.77,True
2017-18,2018-19,2017-18->2018-19,1610612740,NOP,NOP,469.0,318.0,49,45,6.632,-10.598,0.82,-0.956,1.127,-1.314,5.812,-9.642,5.505,-9.284,True
2017-18,2018-19,2017-18->2018-19,1610612752,NYK,NYK,284.0,269.0,35,34,-12.239,-7.865,-3.069,-8.909,-3.392,-8.871,-9.17,1.044,-8.847,1.005,True
2017-18,2018-19,2017-18->2018-19,1610612760,OKC,OKC,379.0,378.0,46,46,-2.694,2.284,3.972,3.402,3.656,3.351,-6.666,-1.118,-6.35,-1.067,True
2017-18,2018-19,2017-18->2018-19,1610612753,ORL,ORL,247.0,346.0,39,47,-8.709,-2.549,-4.542,0.803,-4.663,0.647,-4.167,-3.353,-4.046,-3.196,True
2017-18,2018-19,2017-18->2018-19,1610612755,PHI,PHI,324.0,369.0,45,45,17.382,3.363,4.048,2.558,4.559,2.584,13.333,0.804,12.823,0.778,True
2017-18,2018-19,2017-18->2018-19,1610612756,PHX,PHX,235.0,310.0,38,33,-9.579,-9.133,-8.955,-8.921,-8.964,-8.932,-0.624,-0.212,-0.614,-0.201,True
2017-18,2018-19,2017-18->2018-19,1610612757,POR,POR,364.0,303.0,45,40,6.319,9.162,2.533,3.984,2.705,4.173,3.786,5.177,3.614,4.988,True
2017-18,2018-19,2017-18->2018-19,1610612758,SAC,SAC,313.0,344.0,42,49,2.566,-1.118,-7.671,-1.231,-7.262,-1.219,10.237,0.113,9.828,0.102,True
2017-18,2018-19,2017-18->2018-19,1610612759,SAS,SAS,292.0,323.0,37,40,2.256,1.122,3.041,1.639,3.013,1.623,-0.785,-0.517,-0.757,-0.501,True
2017-18,2018-19,2017-18->2018-19,1610612761,TOR,TOR,356.0,346.0,43,37,0.474,7.79,8.067,5.694,7.73,5.77,-7.594,2.096,-7.256,2.021,True
2017-18,2018-19,2017-18->2018-19,1610612762,UTA,UTA,236.0,236.0,28,33,6.317,3.581,4.344,5.036,4.401,4.998,1.973,-1.455,1.916,-1.416,True
2017-18,2018-19,2017-18->2018-19,1610612764,WAS,WAS,400.0,371.0,44,39,-8.304,-3.709,0.862,-2.669,0.407,-2.711,-9.166,-1.04,-8.711,-0.997,True
2018-19,2019-20,2018-19->2019-20,1610612737,ATL,ATL,350.0,265.0,40,34,6.235,-1.581,-6.017,-7.689,-5.507,-7.417,12.251,6.107,11.742,5.836,True
2018-19,2019-20,2018-19->2019-20,1610612751,BKN,BKN,373.0,366.0,43,40,-2.129,3.18,0.014,-0.653,-0.084,-0.465,-2.142,3.834,-2.045,3.646,True
2018-19,2019-20,2018-19->2019-20,1610612738,BOS,BOS,315.0,312.0,42,42,9.066,3.522,4.073,6.435,4.266,6.316,4.993,-2.913,4.8,-2.794,True
2018-19,2019-20,2018-19->2019-20,1610612766,CHA,CHA,324.0,295.0,39,34,-1.991,9.759,-1.273,-7.805,-1.302,-6.985,-0.717,17.563,-0.689,16.744,True
2018-19,2019-20,2018-19->2019-20,1610612741,CHI,CHI,323.0,230.0,39,38,-8.297,-20.787,-8.284,-2.414,-8.272,-3.114,-0.013,-18.373,-0.025,-17.674,True
2018-19,2019-20,2018-19->2019-20,1610612739,CLE,CLE,208.0,258.0,33,29,-11.61,-6.589,-9.963,-7.913,-9.999,-7.861,-1.647,1.324,-1.611,1.271,True
2018-19,2019-20,2018-19->2019-20,1610612742,DAL,DAL,361.0,344.0,46,41,-8.587,-8.112,-1.138,5.389,-1.466,4.769,-7.449,-13.5,-7.122,-12.881,True
2018-19,2019-20,2018-19->2019-20,1610612743,DEN,DEN,326.0,351.0,46,45,11.844,15.637,3.722,1.529,4.029,2.21,8.122,14.108,7.815,13.426,True
2018-19,2019-20,2018-19->2019-20,1610612765,DET,DET,344.0,234.0,42,30,-2.076,-24.485,-0.264,-2.738,-0.341,-3.525,-1.811,-21.747,-1.735,-20.959,True
2018-19,2019-20,2018-19->2019-20,1610612744,GSW,GSW,285.0,208.0,35,27,5.965,-22.0,6.477,-8.18,6.459,-8.631,-0.512,-13.82,-0.494,-13.369,True
2018-19,2019-20,2018-19->2019-20,1610612745,HOU,HOU,297.0,248.0,41,31,-1.664,18.743,5.038,2.162,4.796,2.68,-6.701,16.581,-6.46,16.063,True
2018-19,2019-20,2018-19->2019-20,1610612754,IND,IND,245.0,301.0,41,36,9.388,9.804,3.238,1.634,3.424,1.944,6.15,8.17,5.964,7.859,True
2018-19,2019-20,2018-19->2019-20,1610612746,LAC,LAC,325.0,269.0,43,31,18.765,7.714,0.313,6.279,1.021,6.331,18.451,1.436,17.743,1.383,True
2018-19,2019-20,2018-19->2019-20,1610612747,LAL,LAL,306.0,243.0,43,30,7.214,5.691,-1.876,5.554,-1.55,5.552,9.09,0.137,8.764,0.138,True
2018-19,2019-20,2018-19->2019-20,1610612763,MEM,MEM,380.0,218.0,47,30,-6.954,-16.129,-2.179,-0.539,-2.408,-0.988,-4.775,-15.59,-4.546,-15.141,True
2018-19,2019-20,2018-19->2019-20,1610612748,MIA,MIA,329.0,315.0,44,36,-4.262,-16.987,-0.217,3.567,-0.379,2.689,-4.045,-20.554,-3.883,-19.675,True
2018-19,2019-20,2018-19->2019-20,1610612749,MIL,MIL,292.0,178.0,36,24,2.874,18.187,8.792,9.235,8.594,9.418,-5.918,8.952,-5.72,8.769,True
2018-19,2019-20,2018-19->2019-20,1610612750,MIN,MIN,340.0,214.0,44,33,-13.393,-10.99,-1.123,-3.732,-1.623,-3.983,-12.27,-7.258,-11.77,-7.007,True
2018-19,2019-20,2018-19->2019-20,1610612740,NOP,NOP,318.0,288.0,45,41,-10.598,-26.399,-0.956,-0.309,-1.314,-1.321,-9.642,-26.09,-9.284,-25.078,True
2018-19,2019-20,2018-19->2019-20,1610612752,NYK,NYK,269.0,270.0,34,34,-7.865,3.832,-8.909,-6.958,-8.871,-6.495,1.044,10.79,1.005,10.326,True
2018-19,2019-20,2018-19->2019-20,1610612760,OKC,OKC,378.0,398.0,46,45,2.284,26.424,3.402,0.641,3.351,2.056,-1.118,25.783,-1.067,24.368,True
2018-19,2019-20,2018-19->2019-20,1610612753,ORL,ORL,346.0,254.0,47,34,-2.549,-8.982,0.803,-0.984,0.647,-1.261,-3.353,-7.998,-3.196,-7.721,True
2018-19,2019-20,2018-19->2019-20,1610612755,PHI,PHI,369.0,280.0,45,43,3.363,5.344,2.558,2.172,2.584,2.293,0.804,3.172,0.778,3.051,True
2018-19,2019-20,2018-19->2019-20,1610612756,PHX,PHX,310.0,301.0,33,37,-9.133,-0.475,-8.921,0.554,-8.932,0.512,-0.212,-1.029,-0.201,-0.988,True
2018-19,2019-20,2018-19->2019-20,1610612757,POR,POR,303.0,285.0,40,36,9.162,6.004,3.984,-1.428,4.173,-1.146,5.177,7.432,4.988,7.15,True
2018-19,2019-20,2018-19->2019-20,1610612758,SAC,SAC,344.0,290.0,49,39,-1.118,-2.617,-1.231,-1.845,-1.219,-1.877,0.113,-0.772,0.102,-0.741,True
2018-19,2019-20,2018-19->2019-20,1610612759,SAS,SAS,323.0,364.0,40,45,1.122,-6.737,1.639,-0.595,1.623,-0.903,-0.517,-6.141,-0.501,-5.833,True
2018-19,2019-20,2018-19->2019-20,1610612761,TOR,TOR,346.0,281.0,37,37,7.79,20.723,5.694,5.54,5.77,6.113,2.096,15.183,2.021,14.61,True
2018-19,2019-20,2018-19->2019-20,1610612762,UTA,UTA,236.0,321.0,33,41,3.581,12.443,5.036,2.057,4.998,2.498,-1.455,10.386,-1.416,9.944,True
2018-19,2019-20,2018-19->2019-20,1610612764,WAS,WAS,371.0,207.0,39,35,-3.709,-15.295,-2.669,-4.16,-2.711,-4.48,-1.04,-11.135,-0.997,-10.815,True
2019-20,2020-21,2019-20->2020-21,1610612737,ATL,ATL,265.0,262.0,34,36,-1.581,0.681,-7.689,2.282,-7.417,2.223,6.107,-1.602,5.836,-1.542,True
2019-20,2020-21,2019-20->2020-21,1610612751,BKN,BKN,366.0,317.0,40,39,3.18,9.712,-0.653,3.959,-0.465,4.202,3.834,5.753,3.646,5.51,True
2019-20,2020-21,2019-20->2020-21,1610612738,BOS,BOS,312.0,326.0,42,43,3.522,-10.856,6.435,1.823,6.316,1.246,-2.913,-12.679,-2.794,-12.101,True
2019-20,2020-21,2019-20->2020-21,1610612766,CHA,CHA,295.0,221.0,34,31,9.759,19.756,-7.805,-2.613,-6.985,-1.942,17.563,22.369,16.744,21.698,True
2019-20,2020-21,2019-20->2020-21,1610612741,CHI,CHI,230.0,281.0,38,35,-20.787,-8.045,-2.414,-0.872,-3.114,-1.149,-18.373,-7.173,-17.674,-6.896,True
2019-20,2020-21,2019-20->2020-21,1610612739,CLE,CLE,258.0,216.0,29,26,-6.589,-7.319,-7.913,-8.349,-7.861,-8.315,1.324,1.031,1.271,0.997,True
2019-20,2020-21,2019-20->2020-21,1610612742,DAL,DAL,344.0,208.0,41,33,-8.112,-5.663,5.389,2.551,4.769,2.308,-13.5,-8.215,-12.881,-7.972,True
2019-20,2020-21,2019-20->2020-21,1610612743,DEN,DEN,351.0,298.0,45,31,15.637,5.464,1.529,4.819,2.21,4.843,14.108,0.645,13.426,0.621,True
2019-20,2020-21,2019-20->2020-21,1610612765,DET,DET,234.0,260.0,30,32,-24.485,-20.519,-2.738,-3.938,-3.525,-4.546,-21.747,-16.582,-20.959,-15.973,True
2019-20,2020-21,2019-20->2020-21,1610612744,GSW,GSW,208.0,238.0,27,32,-22.0,-6.737,-8.18,1.32,-8.631,1.055,-13.82,-8.057,-13.369,-7.791,True
2019-20,2020-21,2019-20->2020-21,1610612745,HOU,HOU,248.0,169.0,31,24,18.743,-15.862,2.162,-7.186,2.68,-7.383,16.581,-8.676,16.063,-8.479,True
2019-20,2020-21,2019-20->2020-21,1610612754,IND,IND,301.0,348.0,36,40,9.804,-1.716,1.634,0.136,1.944,0.05,8.17,-1.852,7.859,-1.766,True
2019-20,2020-21,2019-20->2020-21,1610612746,LAC,LAC,269.0,185.0,31,34,7.714,-7.256,6.279,6.475,6.331,6.105,1.436,-13.731,1.383,-13.36,True
2019-20,2020-21,2019-20->2020-21,1610612747,LAL,LAL,243.0,275.0,30,35,5.691,10.924,5.554,2.641,5.552,2.947,0.137,8.283,0.138,7.978,True
2019-20,2020-21,2019-20->2020-21,1610612763,MEM,MEM,218.0,304.0,30,37,-16.129,-9.282,-0.539,1.65,-0.988,1.195,-15.59,-10.932,-15.141,-10.477,True
2019-20,2020-21,2019-20->2020-21,1610612748,MIA,MIA,315.0,246.0,36,34,-16.987,-6.97,3.567,0.128,2.689,-0.129,-20.554,-7.098,-19.675,-6.841,True
2019-20,2020-21,2019-20->2020-21,1610612749,MIL,MIL,178.0,213.0,24,28,18.187,1.512,9.235,5.941,9.418,5.816,8.952,-4.428,8.769,-4.304,True
2019-20,2020-21,2019-20->2020-21,1610612750,MIN,MIN,214.0,298.0,33,39,-10.99,-11.828,-3.732,-4.976,-3.983,-5.258,-7.258,-6.852,-7.007,-6.57,True
2019-20,2020-21,2019-20->2020-21,1610612740,NOP,NOP,288.0,344.0,41,39,-26.399,7.545,-0.309,-0.702,-1.321,-0.319,-26.09,8.247,-25.078,7.864,True
2019-20,2020-21,2019-20->2020-21,1610612752,NYK,NYK,270.0,332.0,34,36,3.832,11.477,-6.958,1.973,-6.495,2.42,10.79,9.504,10.326,9.057,True
2019-20,2020-21,2019-20->2020-21,1610612760,OKC,OKC,398.0,220.0,45,29,26.424,0.925,0.641,-10.946,2.056,-10.587,25.783,11.872,24.368,11.513,True
2019-20,2020-21,2019-20->2020-21,1610612753,ORL,ORL,254.0,201.0,34,29,-8.982,0.753,-0.984,-9.565,-1.261,-9.265,-7.998,10.318,-7.721,10.018,True
2019-20,2020-21,2019-20->2020-21,1610612755,PHI,PHI,280.0,280.0,43,34,5.344,15.055,2.172,5.124,2.293,5.499,3.172,9.93,3.051,9.556,True
2019-20,2020-21,2019-20->2020-21,1610612756,PHX,PHX,301.0,330.0,37,37,-0.475,2.367,0.554,6.079,0.512,5.902,-1.029,-3.712,-0.988,-3.535,True
2019-20,2020-21,2019-20->2020-21,1610612757,POR,POR,285.0,307.0,36,37,6.004,29.086,-1.428,0.618,-1.146,1.791,7.432,28.468,7.15,27.295,True
2019-20,2020-21,2019-20->2020-21,1610612758,SAC,SAC,290.0,329.0,39,42,-2.617,-6.958,-1.845,-3.64,-1.877,-3.791,-0.772,-3.318,-0.741,-3.167,True
2019-20,2020-21,2019-20->2020-21,1610612759,SAS,SAS,364.0,340.0,45,37,-6.737,-3.934,-0.595,-1.394,-0.903,-1.511,-6.141,-2.539,-5.833,-2.423,True
2019-20,2020-21,2019-20->2020-21,1610612761,TOR,TOR,281.0,250.0,37,38,20.723,-12.508,5.54,0.044,6.113,-0.396,15.183,-12.552,14.61,-12.112,True
2019-20,2020-21,2019-20->2020-21,1610612762,UTA,UTA,321.0,192.0,41,30,12.443,8.173,2.057,9.069,2.498,9.05,10.386,-0.896,9.944,-0.877,True
2019-20,2020-21,2019-20->2020-21,1610612764,WAS,WAS,207.0,381.0,35,39,-15.295,2.806,-4.16,-1.815,-4.48,-1.577,-11.135,4.621,-10.815,4.384,True
2020-21,2021-22,2020-21->2021-22,1610612737,ATL,ATL,262.0,257.0,36,38,0.681,-8.874,2.282,1.982,2.223,1.637,-1.602,-10.856,-1.542,-10.511,True
2020-21,2021-22,2020-21->2021-22,1610612751,BKN,BKN,317.0,326.0,39,40,9.712,9.528,3.959,0.561,4.202,0.92,5.753,8.967,5.51,8.608,True
